clnt_NBR	merch_subctg	count(*) /review
100000026	美术培训	1
100000026	美甲美睫	2
100000026	羽毛球馆	1
100000026	舒适型	1
100000026	蟹宴	2
100000026	衣物/皮具洗护	2
100000026	裁缝改衣	2
100000026	西服定制	1
100000026	豪华型	1
100000026	超市/便利店	2
100000026	足疗按摩	2
100000026	运动户外	1
100000026	青年旅舍	1
100000026	面包甜点	2
100000026	面馆	2
100000026	高档型	6
100000027	4S店/汽车销售	3
100000027	KTV	3
100000027	东南亚菜	1
100000027	五星级酒店	2
100000027	停车场	2
100000027	健身中心	1
100000027	公寓式酒店	1
100000027	化妆品	1
100000027	台湾菜	1
100000027	四星级酒店	1
100000027	回收	1
100000027	婚戒首饰	3
100000027	家政	4
100000027	家用电器	3
100000027	小吃快餐	2
100000027	数码产品	6
100000027	文化艺术	4
100000027	旅行社	3
100000027	更多购物场所	3
100000027	更多运动场馆	1
100000027	汽车租赁	1
100000027	汽车美容	4
100000027	洗车	2
100000027	海鲜	4
100000027	游乐游艺	2
100000027	游泳馆	4
100000027	珠宝饰品	5
100000027	瑜伽	1
100000027	粤菜	1
100000027	维修保养	1
100000027	综合商场	1
100000027	网吧网咖	4
100000027	美甲美睫	1
100000027	蟹宴	1
100000027	衣物/皮具洗护	1
100000027	西餐	4
100000027	超市/便利店	5
100000027	轰趴馆	3
100000027	面包甜点	3
100000027	面馆	1
100000027	高档型	5
100000028	4S店/汽车销售	2
100000028	KTV	3
100000028	三星级酒店	1
100000028	五星级酒店	2
100000028	体检中心	2
100000028	停车场	5
100000028	健身中心	3
100000028	公寓式酒店	1
100000028	化妆品	2
100000028	医院	1
100000028	咖啡厅	1
100000028	四星级酒店	4
100000028	婚戒首饰	1
100000028	婚车租赁	1
100000028	家政	2
100000028	家用电器	5
100000028	小吃快餐	1
100000028	展馆展览	2
100000028	川菜	2
100000028	快照/冲印	2
100000028	数码产品	3
100000028	新疆菜	1
100000028	旅行社	1
100000028	更多购物场所	1
100000028	桌球馆	4
100000028	水果生鲜	1
100000028	汽车租赁	2
100000028	汽车美容	3
100000028	洗浴	1
100000028	洗车	3
100000028	海鲜	1
100000028	游乐游艺	5
100000028	游泳馆	2
100000028	烧烤	1
100000028	特色集市	1
100000028	珠宝饰品	2
100000028	粤菜	1
100000028	网吧网咖	1
100000028	舒适型	2
100000028	蟹宴	1
100000028	衣物/皮具洗护	2
100000028	西餐	1
100000028	豪华型	4
100000028	超市/便利店	3
100000028	足疗按摩	2
100000028	轰趴馆	1
100000028	青年旅舍	1
100000028	面包甜点	1
100000028	高档型	5
100000029	4S店/汽车销售	1
100000029	KTV	3
100000029	东南亚菜	1
100000029	五星级酒店	2
100000029	体检中心	1
100000029	停车场	1
100000029	其他	1
100000029	台湾菜	1
100000029	咖啡厅	1
100000029	四星级酒店	7
100000029	婚戒首饰	2
100000029	婚车租赁	1
100000029	家政	1
100000029	家用电器	2
100000029	小吃快餐	2
100000029	数码产品	4
100000029	新疆菜	3
100000029	旅行社	1
100000029	日本菜	2
100000029	景点	1
100000029	服饰鞋包	1
100000029	桌球馆	4
100000029	汽车租赁	2
100000029	汽车美容	3
100000029	洗浴	3
100000029	洗车	2
100000029	游乐游艺	2
100000029	游泳馆	4
100000029	珠宝饰品	3
100000029	瑜伽	1
100000029	粤菜	3
100000029	综合商场	2
100000029	网吧网咖	2
100000029	美甲美睫	1
100000029	羽毛球馆	1
100000029	舒适型	1
100000029	舞蹈	1
100000029	蟹宴	4
100000029	衣物/皮具洗护	3
100000029	西餐	2
100000029	豪华型	2
100000029	超市/便利店	5
100000029	足疗按摩	2
100000029	轰趴馆	2
100000029	面馆	1
100000029	高尔夫场	1
100000029	高档型	4
100000030	4S店/汽车销售	4
100000030	KTV	5
100000030	东南亚菜	1
100000030	五星级酒店	4
100000030	亲子游乐	1
100000030	亲子购物	1
100000030	体育场馆	1
100000030	停车场	3
100000030	健身中心	1
100000030	其他	1
100000030	医院	1
100000030	升学辅导	1
100000030	台湾菜	2
100000030	四星级酒店	4
100000030	回收	1
100000030	婚戒首饰	1
100000030	婚纱礼服	1
100000030	家政	3
100000030	家用电器	4
100000030	小吃快餐	1
100000030	川菜	2
100000030	数码产品	5
100000030	新疆菜	2
100000030	更多购物场所	1
100000030	桌球馆	5
100000030	江西菜	1
100000030	汽车美容	4
100000030	洗浴	1
100000030	洗车	1
100000030	海鲜	1
100000030	游乐游艺	1
100000030	游泳馆	4
100000030	珠宝饰品	4
100000030	瑜伽	1
100000030	粤菜	1
100000030	舒适型	1
100000030	蟹宴	2
100000030	衣物/皮具洗护	2
100000030	西餐	1
100000030	豪华型	4
100000030	足疗按摩	3
100000030	酒吧	1
100000030	青年旅舍	3
100000030	面包甜点	1
100000030	韩国料理	2
100000030	高尔夫场	1
100000030	高档型	4
100000031	4S店/汽车销售	5
100000031	东南亚菜	2
100000031	亲子游乐	1
100000031	体育场馆	1
100000031	停车场	1
100000031	化妆品	1
100000031	医院	1
100000031	升学辅导	1
100000031	四星级酒店	3
100000031	回收	2
100000031	婚戒首饰	3
100000031	婚纱礼服	2
100000031	家政	4
100000031	家用电器	5
100000031	小吃快餐	4
100000031	川菜	2
100000031	数码产品	4
100000031	新疆菜	1
100000031	桌球馆	2
100000031	江西菜	2
100000031	汽车美容	4
100000031	洗浴	1
100000031	洗车	1
100000031	清真菜	1
100000031	游乐游艺	3
100000031	游泳馆	3
100000031	珠宝饰品	3
100000031	瑜伽	2
100000031	粤菜	1
100000031	维修保养	1
100000031	羽毛球馆	1
100000031	舒适型	1
100000031	蟹宴	3
100000031	衣物/皮具洗护	5
100000031	西北菜	1
100000031	西餐	2
100000031	豪华型	3
100000031	超市/便利店	1
100000031	足疗按摩	1
100000031	轰趴馆	2
100000031	青年旅舍	4
100000031	面包甜点	2
100000031	韩国料理	2
100000031	高档型	5
100000032	4S店/汽车销售	12
100000032	KTV	1
100000032	东南亚菜	2
100000032	亲子游乐	2
100000032	体育场馆	2
100000032	健身中心	1
100000032	公寓式酒店	1
100000032	咖啡厅	1
100000032	四星级酒店	1
100000032	回收	3
100000032	婚戒首饰	2
100000032	家政	3
100000032	家用电器	3
100000032	小吃快餐	4
100000032	数码产品	1
100000032	文化艺术	1
100000032	新疆菜	1
100000032	旅行社	2
100000032	日本菜	2
100000032	景点	1
100000032	服饰鞋包	1
100000032	桌球馆	1
100000032	水果生鲜	3
100000032	江西菜	1
100000032	汽车租赁	1
100000032	汽车美容	1
100000032	洗车	1
100000032	清真菜	1
100000032	游乐游艺	2
100000032	游泳馆	2
100000032	烧烤	1
100000032	珠宝饰品	5
100000032	瑜伽	2
100000032	精品酒店	3
100000032	经济型	1
100000032	综合商场	2
100000032	羽毛球馆	1
100000032	蟹宴	4
100000032	衣物/皮具洗护	5
100000032	西北菜	1
100000032	西餐	2
100000032	豪华型	4
100000032	足疗按摩	3
100000032	轰趴馆	2
100000032	酒吧	1
100000032	青年旅舍	1
100000032	高档型	2
100000033	4S店/汽车销售	4
100000033	KTV	1
100000033	五星级酒店	2
100000033	亲子游乐	1
100000033	亲子购物	1
100000033	体检中心	1
100000033	停车场	2
100000033	健身中心	1
100000033	其他	3
100000033	医院	1
100000033	升学辅导	1
100000033	四星级酒店	3
100000033	回收	2
100000033	客栈旅舍	1
100000033	家政	3
100000033	家用电器	2
100000033	小吃快餐	4
100000033	展馆展览	2
100000033	川菜	1
100000033	数码产品	3
100000033	旅行社	2
100000033	日本菜	2
100000033	更多运动场馆	4
100000033	水果生鲜	2
100000033	汽车租赁	1
100000033	汽车美容	3
100000033	洗车	5
100000033	清真菜	2
100000033	游乐游艺	2
100000033	游泳馆	2
100000033	烧烤	1
100000033	珠宝饰品	5
100000033	瑜伽	1
100000033	粤菜	1
100000033	精品酒店	1
100000033	网吧网咖	2
100000033	美甲美睫	1
100000033	衣物/皮具洗护	3
100000033	西北菜	1
100000033	西餐	1
100000033	豪华型	2
100000033	超市/便利店	3
100000033	足疗按摩	4
100000033	酒吧	1
100000033	面包甜点	5
100000033	韩国料理	1
100000033	食品茶酒	1
100000033	高尔夫场	1
100000033	高档型	1
100000034	4S店/汽车销售	2
100000034	KTV	3
100000034	五星级酒店	2
100000034	停车场	4
100000034	公寓式酒店	1
100000034	其他	1
100000034	四星级酒店	2
100000034	回收	1
100000034	婚戒首饰	3
100000034	婚车租赁	1
100000034	客栈旅舍	2
100000034	家政	5
100000034	家用电器	3
100000034	小吃快餐	4
100000034	展馆展览	1
100000034	数码产品	5
100000034	旅行社	3
100000034	景点	1
100000034	更多运动场馆	3
100000034	服饰鞋包	1
100000034	桌球馆	3
100000034	汽车美容	2
100000034	洗浴	1
100000034	洗车	2
100000034	海鲜	1
100000034	游乐游艺	2
100000034	烧烤	2
100000034	珠宝饰品	6
100000034	瑜伽	1
100000034	精品酒店	1
100000034	维修保养	2
100000034	网吧网咖	1
100000034	羽毛球馆	1
100000034	舒适型	1
100000034	舞蹈	1
100000034	蟹宴	5
100000034	衣物/皮具洗护	3
100000034	超市/便利店	1
100000034	足疗按摩	2
100000034	轰趴馆	2
100000034	酒吧	1
100000034	面包甜点	1
100000034	韩国料理	3
100000034	食品茶酒	1
100000034	高尔夫场	1
100000034	高档型	5
100000035	KTV	3
100000035	东南亚菜	3
100000035	个性写真	1
100000035	中医养生	2
100000035	五星级酒店	4
100000035	亲子购物	1
100000035	停车场	4
100000035	公寓式酒店	1
100000035	其他	1
100000035	医院	1
100000035	升学辅导	1
100000035	四星级酒店	1
100000035	婚戒首饰	5
100000035	婚纱礼服	2
100000035	客栈旅舍	1
100000035	家政	4
100000035	家用电器	3
100000035	小吃快餐	3
100000035	数码产品	3
100000035	文化艺术	1
100000035	新疆菜	1
100000035	旅行社	4
100000035	日本菜	1
100000035	景点	2
100000035	桌球馆	3
100000035	水果生鲜	2
100000035	汽车美容	4
100000035	海鲜	1
100000035	清真菜	4
100000035	游乐游艺	3
100000035	游泳馆	1
100000035	烧烤	1
100000035	素菜	1
100000035	维修保养	1
100000035	综合商场	1
100000035	网吧网咖	1
100000035	羽毛球馆	2
100000035	舞蹈	1
100000035	蟹宴	4
100000035	衣物/皮具洗护	1
100000035	西餐	2
100000035	足疗按摩	2
100000035	酒吧	1
100000035	面包甜点	5
100000035	高档型	6
100000036	4S店/汽车销售	6
100000036	DIY手工坊	1
100000036	KTV	2
100000036	东南亚菜	1
100000036	个性写真	1
100000036	中医养生	1
100000036	五星级酒店	3
100000036	亲子购物	2
100000036	体育场馆	1
100000036	停车场	1
100000036	四星级酒店	2
100000036	回收	1
100000036	婚戒首饰	3
100000036	婚纱礼服	1
100000036	家常菜	1
100000036	家政	6
100000036	家用电器	6
100000036	小吃快餐	7
100000036	展馆展览	1
100000036	数码产品	1
100000036	旅行社	5
100000036	更多运动场馆	1
100000036	桌球馆	4
100000036	水果生鲜	1
100000036	汽车美容	2
100000036	洗车	2
100000036	海鲜	1
100000036	清真菜	2
100000036	游乐游艺	1
100000036	游泳馆	2
100000036	珠宝饰品	4
100000036	维修保养	1
100000036	网吧网咖	2
100000036	美甲美睫	1
100000036	羽毛球馆	1
100000036	蟹宴	4
100000036	衣物/皮具洗护	2
100000036	西北菜	2
100000036	豪华型	4
100000036	超市/便利店	1
100000036	足疗按摩	3
100000036	轰趴馆	1
100000036	面包甜点	1
100000036	食品茶酒	1
100000036	高档型	3
100000037	4S店/汽车销售	1
100000037	DIY手工坊	2
100000037	KTV	2
100000037	东南亚菜	2
100000037	中医养生	1
100000037	五星级酒店	1
100000037	亲子购物	1
100000037	体育场馆	1
100000037	停车场	1
100000037	健身中心	1
100000037	其他	5
100000037	化妆品	2
100000037	医院	1
100000037	四星级酒店	1
100000037	婚戒首饰	7
100000037	婚纱礼服	1
100000037	客栈旅舍	1
100000037	家政	2
100000037	家用电器	4
100000037	数码产品	8
100000037	旅行社	4
100000037	日本菜	2
100000037	景点	1
100000037	桌球馆	3
100000037	水果生鲜	1
100000037	洗浴	2
100000037	海鲜	3
100000037	清真菜	1
100000037	游乐游艺	1
100000037	游泳馆	4
100000037	烧烤	1
100000037	珠宝饰品	1
100000037	素菜	1
100000037	维修保养	1
100000037	综合商场	1
100000037	舒适型	1
100000037	蟹宴	6
100000037	衣物/皮具洗护	3
100000037	豪华型	5
100000037	超市/便利店	1
100000037	足疗按摩	3
100000037	轰趴馆	1
100000037	酒吧	1
100000037	面包甜点	2
100000037	韩国料理	1
100000037	高尔夫场	1
100000037	高档型	3
100000038	4S店/汽车销售	2
100000038	KTV	4
100000038	东南亚菜	1
100000038	个性写真	1
100000038	五星级酒店	3
100000038	亲子购物	1
100000038	体育场馆	4
100000038	化妆品	1
100000038	医院	1
100000038	升学辅导	1
100000038	咖啡厅	1
100000038	四星级酒店	3
100000038	婚戒首饰	6
100000038	婚车租赁	1
100000038	客栈旅舍	4
100000038	家政	1
100000038	家用电器	2
100000038	小吃快餐	1
100000038	展馆展览	1
100000038	川菜	1
100000038	数码产品	2
100000038	旅行社	4
100000038	日本菜	1
100000038	景点	1
100000038	服饰鞋包	3
100000038	桌球馆	1
100000038	水果生鲜	2
100000038	汽车美容	6
100000038	洗浴	1
100000038	洗车	2
100000038	游乐游艺	1
100000038	游泳馆	4
100000038	烧烤	2
100000038	珠宝饰品	3
100000038	维修保养	2
100000038	网吧网咖	1
100000038	美甲美睫	2
100000038	羽毛球馆	2
100000038	蟹宴	3
100000038	衣物/皮具洗护	4
100000038	西餐	2
100000038	豪华型	3
100000038	面包甜点	1
100000038	面馆	2
100000038	食品茶酒	1
100000038	高档型	4
100000039	DIY手工坊	1
100000039	KTV	3
100000039	东南亚菜	1
100000039	中医养生	3
100000039	五星级酒店	2
100000039	体育场馆	1
100000039	停车场	1
100000039	其他	3
100000039	咖啡厅	2
100000039	四星级酒店	7
100000039	婚戒首饰	6
100000039	客栈旅舍	1
100000039	家常菜	1
100000039	家政	3
100000039	家用电器	6
100000039	小吃快餐	1
100000039	川菜	2
100000039	数码产品	3
100000039	文化艺术	1
100000039	旅行社	2
100000039	服饰鞋包	1
100000039	桌球馆	5
100000039	水果生鲜	2
100000039	汽车美容	3
100000039	洗浴	1
100000039	洗车	2
100000039	清真菜	1
100000039	游泳馆	1
100000039	湘菜	1
100000039	烧烤	1
100000039	篮球场	1
100000039	网吧网咖	1
100000039	美甲美睫	1
100000039	羽毛球馆	2
100000039	蟹宴	6
100000039	衣物/皮具洗护	1
100000039	西餐	2
100000039	豪华型	1
100000039	超市/便利店	1
100000039	足疗按摩	1
100000039	轰趴馆	1
100000039	面包甜点	9
100000039	韩国料理	1
100000039	高档型	4
100000040	4S店/汽车销售	5
100000040	DIY手工坊	1
100000040	KTV	3
100000040	五星级酒店	4
100000040	其他	1
100000040	医院	1
100000040	咖啡厅	1
100000040	四星级酒店	2
100000040	婚戒首饰	5
100000040	客栈旅舍	1
100000040	家政	2
100000040	家用电器	3
100000040	小吃快餐	2
100000040	川菜	3
100000040	旅行社	7
100000040	桌球馆	4
100000040	水果生鲜	4
100000040	汽车租赁	2
100000040	汽车美容	3
100000040	洗浴	2
100000040	洗车	4
100000040	清真菜	2
100000040	游乐游艺	3
100000040	游泳馆	1
100000040	湘菜	1
100000040	火锅	1
100000040	珠宝饰品	2
100000040	篮球场	2
100000040	素菜	3
100000040	维修保养	1
100000040	网吧网咖	1
100000040	美甲美睫	1
100000040	羽毛球馆	1
100000040	自助餐	1
100000040	舒适型	1
100000040	蟹宴	2
100000040	衣物/皮具洗护	2
100000040	西餐	3
100000040	豪华型	1
100000040	超市/便利店	2
100000040	足疗按摩	1
100000040	轰趴馆	2
100000040	面包甜点	3
100000040	面馆	1
100000040	高档型	2
100000041	4S店/汽车销售	5
100000041	KTV	3
100000041	五星级酒店	2
100000041	体育场馆	1
100000041	停车场	2
100000041	咖啡厅	1
100000041	四星级酒店	7
100000041	婚戒首饰	2
100000041	客栈旅舍	2
100000041	家常菜	3
100000041	家政	4
100000041	家用电器	2
100000041	小吃快餐	4
100000041	川菜	3
100000041	数码产品	3
100000041	文化艺术	1
100000041	旅行社	3
100000041	水果生鲜	1
100000041	汽车美容	5
100000041	洗浴	1
100000041	洗车	2
100000041	海鲜	1
100000041	清真菜	1
100000041	游泳馆	2
100000041	火锅	1
100000041	珠宝饰品	7
100000041	篮球场	1
100000041	网吧网咖	1
100000041	美甲美睫	2
100000041	羽毛球馆	1
100000041	舒适型	2
100000041	蟹宴	4
100000041	衣物/皮具洗护	3
100000041	西餐	1
100000041	豪华型	5
100000041	足疗按摩	2
100000041	酒吧	1
100000041	青年旅舍	1
100000041	面包甜点	3
100000041	高档型	4
100000042	4S店/汽车销售	4
100000042	KTV	1
100000042	三星级酒店	1
100000042	五星级酒店	4
100000042	亲子购物	1
100000042	停车场	2
100000042	咖啡厅	2
100000042	四星级酒店	5
100000042	婚戒首饰	1
100000042	客栈旅舍	1
100000042	家常菜	1
100000042	家政	2
100000042	家用电器	5
100000042	小吃快餐	2
100000042	展馆展览	1
100000042	川菜	1
100000042	录音棚	3
100000042	数码产品	3
100000042	文化艺术	2
100000042	旅行社	3
100000042	日本菜	1
100000042	景点	1
100000042	桌球馆	2
100000042	水果生鲜	1
100000042	汽车美容	1
100000042	洗浴	1
100000042	洗车	2
100000042	海鲜	1
100000042	清真菜	1
100000042	游泳馆	3
100000042	湘菜	1
100000042	火锅	2
100000042	珠宝饰品	2
100000042	篮球场	1
100000042	综合商场	1
100000042	网吧网咖	1
100000042	美容/SPA	2
100000042	美甲美睫	1
100000042	羽毛球馆	3
100000042	自助餐	1
100000042	舞蹈	1
100000042	茶馆	1
100000042	蟹宴	2
100000042	衣物/皮具洗护	1
100000042	豪华型	5
100000042	足疗按摩	3
100000042	轰趴馆	1
100000042	青年旅舍	2
100000042	面包甜点	7
100000042	面馆	2
100000042	高档型	1
100000043	4S店/汽车销售	4
100000043	KTV	2
100000043	五星级酒店	2
100000043	产后塑形	4
100000043	体育场馆	2
100000043	停车场	2
100000043	健身中心	1
100000043	化妆品	1
100000043	医院	1
100000043	咖啡厅	2
100000043	四星级酒店	3
100000043	婚戒首饰	4
100000043	客栈旅舍	1
100000043	家政	3
100000043	家用电器	4
100000043	小吃快餐	1
100000043	展馆展览	1
100000043	录音棚	2
100000043	数码产品	3
100000043	文化艺术	1
100000043	旅行社	1
100000043	日本菜	1
100000043	景点	1
100000043	桌球馆	5
100000043	水果生鲜	1
100000043	汽车租赁	1
100000043	汽车美容	5
100000043	洗浴	1
100000043	洗车	2
100000043	海鲜	2
100000043	清真菜	1
100000043	游泳馆	1
100000043	烧烤	1
100000043	珠宝饰品	3
100000043	维修保养	1
100000043	综合商场	1
100000043	美容/SPA	3
100000043	美甲美睫	1
100000043	羽毛球馆	2
100000043	茶馆	1
100000043	蟹宴	2
100000043	衣物/皮具洗护	1
100000043	豪华型	7
100000043	超市/便利店	1
100000043	足疗按摩	2
100000043	青年旅舍	1
100000043	面包甜点	2
100000043	高档型	5
100000044	4S店/汽车销售	4
100000044	KTV	1
100000044	个性写真	1
100000044	五星级酒店	2
100000044	产后塑形	1
100000044	健身中心	2
100000044	化妆品	2
100000044	医院	1
100000044	咖啡厅	4
100000044	婚戒首饰	2
100000044	孕产护理	2
100000044	客栈旅舍	1
100000044	家常菜	1
100000044	家政	1
100000044	家用电器	3
100000044	小吃快餐	3
100000044	数码产品	4
100000044	旅行社	4
100000044	日本菜	1
100000044	桌球馆	2
100000044	水果生鲜	4
100000044	汽车租赁	2
100000044	汽车美容	3
100000044	洗浴	1
100000044	洗车	5
100000044	海鲜	1
100000044	清真菜	1
100000044	游乐游艺	1
100000044	游泳馆	2
100000044	烧烤	1
100000044	珠宝饰品	2
100000044	瑜伽	1
100000044	网吧网咖	1
100000044	美容/SPA	2
100000044	羽毛球馆	3
100000044	自助餐	2
100000044	舞蹈	1
100000044	蟹宴	5
100000044	衣物/皮具洗护	1
100000044	豪华型	5
100000044	超市/便利店	2
100000044	足疗按摩	3
100000044	酒吧	1
100000044	青年旅舍	1
100000044	面包甜点	2
100000044	面馆	2
100000044	食品茶酒	1
100000044	高档型	2
100000045	4S店/汽车销售	5
100000045	KTV	3
100000045	东北菜	2
100000045	云南菜	3
100000045	五星级酒店	6
100000045	亲子购物	1
100000045	体育场馆	1
100000045	停车场	2
100000045	医院	2
100000045	咖啡厅	1
100000045	婚戒首饰	1
100000045	婚车租赁	1
100000045	家常菜	2
100000045	家政	2
100000045	家用电器	6
100000045	小吃快餐	6
100000045	川菜	1
100000045	数码产品	4
100000045	文化艺术	1
100000045	旅行社	1
100000045	日本菜	1
100000045	桌球馆	2
100000045	水果生鲜	1
100000045	汽车租赁	1
100000045	洗浴	1
100000045	洗车	3
100000045	海鲜	1
100000045	清真菜	2
100000045	游乐游艺	1
100000045	游泳馆	2
100000045	湘菜	3
100000045	火锅	1
100000045	烧烤	1
100000045	珠宝饰品	1
100000045	瑜伽	1
100000045	维修保养	1
100000045	网吧网咖	1
100000045	美容/SPA	3
100000045	羽毛球馆	1
100000045	自助餐	1
100000045	蟹宴	4
100000045	豪华型	4
100000045	足疗按摩	3
100000045	轰趴馆	1
100000045	酒吧	2
100000045	面包甜点	1
100000045	面馆	1
100000045	高档型	4
100000046	4S店/汽车销售	4
100000046	KTV	4
100000046	东北菜	2
100000046	云南菜	2
100000046	五星级酒店	1
100000046	亲子购物	1
100000046	体检中心	2
100000046	停车场	3
100000046	医院	1
100000046	咖啡厅	1
100000046	四星级酒店	3
100000046	婚戒首饰	5
100000046	孕产护理	1
100000046	客栈旅舍	1
100000046	家常菜	1
100000046	家用电器	2
100000046	小吃快餐	2
100000046	数码产品	1
100000046	旅行社	3
100000046	日本菜	2
100000046	服饰鞋包	1
100000046	水果生鲜	1
100000046	汽车美容	5
100000046	洗车	4
100000046	海鲜	2
100000046	游乐游艺	2
100000046	游泳馆	3
100000046	湘菜	4
100000046	烧烤	2
100000046	珠宝饰品	5
100000046	素菜	1
100000046	经济型	1
100000046	美容/SPA	4
100000046	羽毛球馆	2
100000046	蟹宴	3
100000046	衣物/皮具洗护	5
100000046	豪华型	2
100000046	超市/便利店	1
100000046	足疗按摩	2
100000046	酒吧	1
100000046	面包甜点	3
100000046	面馆	2
100000046	高档型	2
100000047	4S店/汽车销售	2
100000047	KTV	3
100000047	东北菜	1
100000047	个性写真	1
100000047	中医养生	1
100000047	停车场	3
100000047	公寓式酒店	1
100000047	化妆品	1
100000047	咖啡厅	3
100000047	四星级酒店	5
100000047	婚戒首饰	5
100000047	客栈旅舍	1
100000047	家政	4
100000047	家用电器	3
100000047	小吃快餐	5
100000047	川菜	4
100000047	数码产品	5
100000047	旅行社	2
100000047	服饰鞋包	1
100000047	本帮江浙菜	2
100000047	桌球馆	2
100000047	汽车租赁	1
100000047	汽车美容	2
100000047	洗浴	2
100000047	海鲜	1
100000047	游泳馆	7
100000047	湘菜	1
100000047	珠宝饰品	3
100000047	瑜伽	1
100000047	维修保养	1
100000047	美容/SPA	1
100000047	美甲美睫	2
100000047	羽毛球馆	5
100000047	蟹宴	2
100000047	衣物/皮具洗护	2
100000047	西北菜	2
100000047	豪华型	5
100000047	足疗按摩	1
100000047	酒吧	1
100000047	面包甜点	4
100000047	高档型	1
100000048	4S店/汽车销售	3
100000048	个性写真	1
100000048	五星级酒店	1
100000048	亲子购物	1
100000048	停车场	3
100000048	医院	1
100000048	升学辅导	1
100000048	四星级酒店	4
100000048	婚戒首饰	2
100000048	婚纱礼服	1
100000048	客栈旅舍	1
100000048	家用电器	1
100000048	小吃快餐	7
100000048	展馆展览	1
100000048	数码产品	2
100000048	文化艺术	1
100000048	旅行社	2
100000048	服饰鞋包	2
100000048	本帮江浙菜	2
100000048	汽车美容	1
100000048	洗车	2
100000048	游乐游艺	2
100000048	游泳馆	4
100000048	湘菜	2
100000048	烧烤	2
100000048	珠宝饰品	2
100000048	素菜	1
100000048	经济型	1
100000048	维修保养	1
100000048	网吧网咖	2
100000048	美容/SPA	4
100000048	美甲美睫	1
100000048	羽毛球馆	2
100000048	自助餐	1
100000048	舞蹈	3
100000048	茶馆	2
100000048	蟹宴	5
100000048	西北菜	1
100000048	豪华型	2
100000048	超市/便利店	1
100000048	足疗按摩	3
100000048	轰趴馆	3
100000048	酒吧	1
100000048	青年旅舍	1
100000048	面包甜点	7
100000048	食品茶酒	1
100000048	高档型	5
100000049	4S店/汽车销售	3
100000049	KTV	1
100000049	中医养生	1
100000049	五星级酒店	2
100000049	产后塑形	5
100000049	亲子购物	1
100000049	体检中心	1
100000049	停车场	4
100000049	健身中心	2
100000049	咖啡厅	2
100000049	四星级酒店	6
100000049	婚戒首饰	3
100000049	婚纱礼服	1
100000049	孕产护理	1
100000049	家政	1
100000049	家用电器	3
100000049	小吃快餐	3
100000049	新疆菜	2
100000049	旅行社	1
100000049	景点	3
100000049	本帮江浙菜	1
100000049	桌球馆	3
100000049	汽车租赁	2
100000049	汽车美容	1
100000049	洗车	4
100000049	游乐游艺	1
100000049	游泳馆	2
100000049	湘菜	2
100000049	烧烤	2
100000049	珠宝饰品	4
100000049	瑜伽	1
100000049	素菜	1
100000049	综合商场	2
100000049	网吧网咖	3
100000049	美发	1
100000049	美容/SPA	1
100000049	美甲美睫	1
100000049	羽毛球馆	4
100000049	自助餐	2
100000049	蟹宴	3
100000049	西北菜	1
100000049	豪华型	1
100000049	足疗按摩	3
100000049	轰趴馆	1
100000049	面包甜点	3
100000049	食品茶酒	1
100000049	高档型	3
100000050	4S店/汽车销售	7
100000050	KTV	4
100000050	个性写真	2
100000050	五星级酒店	6
100000050	亲子购物	2
100000050	停车场	2
100000050	健身中心	1
100000050	医院	1
100000050	台湾菜	1
100000050	四星级酒店	1
100000050	婚戒首饰	1
100000050	婚纱礼服	2
100000050	婚车租赁	1
100000050	孕产护理	3
100000050	家政	3
100000050	家用电器	2
100000050	小吃快餐	4
100000050	数码产品	2
100000050	文化艺术	1
100000050	新疆菜	1
100000050	旅行社	4
100000050	景点	1
100000050	更多酒店住宿	1
100000050	桌球馆	3
100000050	汽车美容	1
100000050	洗浴	2
100000050	洗车	2
100000050	游泳馆	3
100000050	湘菜	2
100000050	烧烤	1
100000050	珠宝饰品	2
100000050	瑜伽	1
100000050	素菜	2
100000050	经济型	1
100000050	综合商场	1
100000050	羽毛球馆	2
100000050	蟹宴	4
100000050	衣物/皮具洗护	1
100000050	西北菜	1
100000050	豪华型	2
100000050	超市/便利店	1
100000050	足疗按摩	4
100000050	轰趴馆	2
100000050	青年旅舍	3
100000050	面包甜点	1
100000050	食品茶酒	1
100000050	高档型	4
100000051	4S店/汽车销售	3
100000051	KTV	3
100000051	个性写真	1
100000051	中医养生	1
100000051	五星级酒店	4
100000051	停车场	3
100000051	台湾菜	1
100000051	咖啡厅	1
100000051	四星级酒店	2
100000051	婚戒首饰	3
100000051	孕产护理	2
100000051	家政	4
100000051	家用电器	1
100000051	小吃快餐	7
100000051	数码产品	3
100000051	新疆菜	1
100000051	旅行社	2
100000051	日本菜	1
100000051	景点	2
100000051	更多休闲娱乐	1
100000051	更多酒店住宿	4
100000051	桌球馆	3
100000051	水果生鲜	1
100000051	汽车美容	3
100000051	洗浴	2
100000051	游泳馆	1
100000051	湘菜	1
100000051	火锅	2
100000051	烧烤	1
100000051	珠宝饰品	2
100000051	瑜伽	1
100000051	维修保养	1
100000051	网吧网咖	3
100000051	美发	1
100000051	羽毛球馆	5
100000051	自助餐	2
100000051	舒适型	1
100000051	蟹宴	3
100000051	衣物/皮具洗护	1
100000051	西北菜	3
100000051	西餐	1
100000051	豪华型	3
100000051	超市/便利店	1
100000051	足疗按摩	2
100000051	轰趴馆	1
100000051	面包甜点	1
100000051	食品茶酒	2
100000051	高档型	2
100000052	4S店/汽车销售	4
100000052	DIY手工坊	1
100000052	东北菜	1
